Age,mg25_ppm
68409,373.1342442
68410,356.6816123
68411,437.8117313
68412,383.323905
68413,449.4076966
68414,508.9992129
68415,515.9936367
68416,422.2375347
68417,379.8960552
68418,384.1841063
68419,452.6457699
68420,505.8468091
68421,453.4746429
68422,450.9689184
68423,443.3668685
68424,452.1595905
68425,452.6703276
68426,471.8014674
68427,488.5644585
68428,486.7058142
68429,461.5167591
68430,442.4832655
68431,418.1698955
68432,474.6207534
68433,365.5905306
68434,364.877558
68435,376.6295057
68436,435.2570165
68437,417.3534342
68438,404.8461799
68439,432.5854445
68440,502.9756216
68441,454.54684
68442,451.8667705
68443,448.7486439
68444,405.8684835
68445,469.1718844
68446,487.7213767
68447,464.4360551
68448,484.0402798
68449,476.4271254
68450,494.6769844
68451,506.338596
68452,494.6573156
68453,491.842487
68454,514.3724921
68455,506.2840527
68456,509.2647152
68457,578.8912026
68458,599.2540363
68459,519.4197398
68460,472.0328249
68461,501.8703845
68462,532.4323001
68463,536.8235771
68464,524.6862086
68465,520.6304343
68466,507.3233219
68467,509.5348776
68468,513.0790844
68469,522.6544679
68470,538.4490221
68471,569.9950685
68472,513.6312877
68473,556.5473819
68474,535.1034978
68475,555.1533637
68476,521.1848525
68477,515.0372502
68478,532.387285
68479,502.6960769
68480,478.2296111
68481,471.3799957
68482,432.2551149
68483,437.0823058
68484,425.5577467
68485,436.5450586
68486,443.1673796
68487,468.2963395
68488,455.1976049
68489,431.5498556
68490,433.2442068
68491,440.1244537
68492,437.9025675
68493,439.4495273
68494,404.8786963
68495,379.9703858
68496,383.4699393
68497,399.848732
68498,429.6118446
68499,452.8470255
68500,476.2536977
68501,487.5703871
68502,494.8911216
68503,491.3302641
68504,514.4418722
68505,449.9152827
68506,514.8690396
68507,523.995934
68508,455.1406533
68509,424.6648377
68510,430.1635831
68511,340.2014876
68512,373.488892
68513,422.6416603
68514,469.4576772
68515,488.4795311
68516,449.2873141
68517,462.9073588
68518,467.6414619
68519,454.3028113
68520,485.1565772
68521,564.3675364
68522,495.5125263
68523,441.0038064
68524,454.1673803
68525,496.8793895
68526,504.5462568
68527,498.7581427
68528,535.6723604
68529,539.0520852
68530,500.6346732
68531,416.488167
68532,391.6280845
68533,398.6908447
68534,411.5088576
68535,421.1921698
68536,378.8656824
68537,356.0159926
68538,308.414606
68539,305.314114
68540,337.7158041
68541,382.7978082
68542,400.4044537
68543,393.6005825
68544,376.6107849
68545,371.7909755
68546,383.2021983
68547,412.0528457
68548,440.8804737
68549,406.9334073
68550,438.731907
68551,470.8501886
68552,494.5436844
68553,495.0355372
68554,517.0506931
68555,515.2552377
68556,533.5304904
68557,515.4571361
68558,526.1641703
68559,540.5840984
68560,540.1992032
68561,561.0522944
68562,597.5662026
68563,635.5639937
68564,738.3575295
68565,739.267581
68566,740.1776325
68567,741.087684
68568,741.9977355
68569,742.907787
68570,743.8178385
68571,744.7278899
68572,745.6379414
68573,746.5479929
68574,747.4580444
68575,748.3680959
68576,749.2781474
68577,750.1881989
68578,655.1704299
68579,674.2617738
68580,637.8307085
68581,599.0379885
68582,549.5556176
68583,537.3109062
68584,509.2046259
68585,507.5007291
68586,510.3475027
68587,498.9467704
68588,482.5832833
68589,472.8379534
68590,498.3394045
68591,489.1673414
68592,512.2612791
68593,488.8947507
68594,469.1909987
68595,464.8526269
68596,473.1674256
68597,451.4480268
68598,478.9106026
68599,483.8031716
68600,418.4634739
68601,440.0798692
68602,425.3220783
68603,464.8098453
68604,508.2623992
68605,404.0379003
68606,337.3185069
68607,356.6674845
68608,373.9948652
68609,379.3712343
68610,484.2683328
68611,476.7142723
68612,464.0487598
68613,463.7835484
68614,455.0719378
68615,410.5034466
68616,370.3851012
68617,415.1331078
68618,376.4463691
68619,374.3393467
68620,410.3672485
68621,379.8548151
68622,402.8273556
68623,403.1617763
68624,421.8322515
68625,458.4236217
68626,375.4416528
68627,397.2238772
68628,490.6807084
68629,410.9844512
68630,366.2946504
68631,345.3975208
68632,387.4765717
68633,443.3586833
68634,452.3967308
68635,363.0486939
68636,319.9427241
68637,415.5693904
68638,436.2988765
68639,326.3636859
68640,337.7299287
68641,468.1153398
68642,440.1676391
68643,407.2550851
68644,396.2881701
68645,516.3213204
68646,447.8349196
68647,450.6888414
68648,484.8891326
68649,457.3554932
68650,460.5635716
68651,478.7146419
68652,406.0128937
68653,355.8518643
68654,418.1944771
68655,464.4762207
68656,354.8085266
68657,365.6851048
68658,364.7185133
68659,412.6691037
68660,492.4986538
68661,558.3025143
68662,492.5917736
68663,330.0112936
68664,346.0161482
68665,337.7884471
68666,461.2206866
68667,439.1078182
68668,275.1735429
68669,294.1991843
68670,308.7721512
68671,411.3289679
68672,442.4225737
68673,362.9066363
68674,400.7432488
68675,328.3873018
68676,474.9422967
68677,515.1035924
68678,484.3925731
68679,608.3931919
68680,378.4289077
68681,412.0364375
68682,575.2666016
68683,361.125127
68684,361.2858082
68685,377.4398945
68686,450.7318049
68687,501.0895994
68688,403.6442472
68689,346.3560513
68690,371.009159
68691,349.9648105
68692,442.1842577
68693,417.4175916
68694,422.1132924
68695,396.5762772
68696,349.5345569
68697,406.3816958
68698,414.4218699
68699,344.0987327
68700,324.5138022
68701,408.9125217
68702,481.3472863
68703,475.3186715
68704,559.5322039
68705,504.6611199
68706,426.5520167
68707,417.2087951
68708,449.9431137
68709,347.6352762
68710,366.2514854
68711,313.3649731
68712,370.9464509
68713,478.4340511
68714,525.4783946
68715,605.5381255
68716,459.8980193
68717,326.4526119
68718,480.9486802
68719,405.7149029
68720,412.3856007
68721,429.4065214
68722,527.1389349
68723,481.9097186
68724,395.2094207
68725,388.5278916
68726,356.6931103
68727,403.4493458
68728,444.2034469
68729,481.0870463
68730,450.5814361
68731,434.8015203
68732,402.2293485
68733,377.5273531
68734,427.8669638
68735,451.8067496
68736,463.9742972
68737,506.4247206
68738,518.2245275
68739,304.9763403
68740,325.4812916
68741,403.3126095
68742,349.4445123
68743,373.9180479
68744,385.582667
68745,273.2085373
68746,328.2222793
68747,332.8754588
68748,342.9462292
68749,383.1770176
68750,380.5212563
68751,324.7991374
68752,297.7475128
68753,449.6100776
68754,438.555265
68755,423.7229286
68756,436.6880705
68757,375.119157
68758,458.4148451
68759,401.8609644
68760,433.7532073
68761,452.02895
68762,502.331247
68763,449.0222741
68764,356.2362241
68765,273.0287657
68766,296.9554371
68767,282.8722047
68768,286.2756381
68769,278.7576879
68770,402.3922783
68771,401.0323235
68772,339.3716417
68773,353.9195763
68774,425.692309
68775,423.6567283
68776,338.3242253
68777,344.4636628
68778,360.4362035
68779,367.185389
68780,308.4622432
68781,293.8200429
68782,362.6006475
68783,475.4955895
68784,519.3029554
68785,489.5271756
68786,401.9800099
68787,378.5251478
68788,392.5637318
68789,428.7176136
68790,439.2406688
68791,471.0518414
68792,512.4777999
68793,394.7506929
68794,412.3790549
68795,381.2976631
68796,310.2543267
68797,372.7326166
68798,379.3316113
68799,383.3080391
68800,435.9278307
68801,432.4925883
68802,423.9147599
68803,463.2943418
68804,393.1361008
68805,438.4972807
68806,389.277623
68807,462.8379369
68808,559.3583822
68809,518.9968657
68810,504.8910652
68811,417.3716537
68812,412.5756031
68813,479.587676
68814,573.5269356
68815,496.7902448
68816,480.8826713
68817,410.1600422
68818,384.2361312
68819,375.3659843
68820,354.9594154
68821,459.4684459
68822,544.5749626
68823,501.7067901
68824,471.0865776
68825,495.5410867
68826,485.3288157
68827,477.6108185
68828,419.4885584
68829,364.4629738
68830,385.5377114
68831,368.6606946
68832,382.3578687
68833,437.9717714
68834,412.8052718
68835,392.3149464
68836,380.0139384
68837,428.1705545
68838,495.1308051
68839,386.5672943
68840,403.1220016
68841,390.1915711
68842,267.8305971
68843,272.5894888
68844,267.6594188
68845,235.4227268
68846,311.9155899
68847,399.1763764
68848,479.3218219
68849,557.9678161
68850,597.1162869
68851,596.9790717
68852,514.0684034
68853,542.8650477
68854,516.4924035
68855,451.2163948
68856,431.7458982
68857,450.6717987
68858,408.917745
68859,377.4188848
68860,387.6575331
68861,434.6605306
68862,356.0960432
68863,337.0213864
68864,316.8970688
68865,369.3050072
68866,395.3448361
68867,417.299964
68868,412.9958542
68869,465.3469388
68870,566.6512537
68871,507.6218923
68872,452.4996796
68873,275.8260442
68874,267.2503786
68875,296.0983344
68876,328.9450515
68877,332.9505254
68878,438.6855085
68879,462.0615606
68880,506.651535
68881,391.6559184
68882,352.1329839
68883,348.4537571
68884,398.5930752
68885,353.5306584
68886,427.8103529
68887,421.2712608
68888,388.7830556
68889,428.6590588
68890,421.8344199
68891,435.9989485
68892,472.8460919
68893,464.3444705
68894,428.9365729
68895,369.9051581
68896,303.487609
68897,360.5558652
68898,392.57342
68899,342.6667722
68900,306.0975994
68901,295.8185104
